task_id,task_description,occupation,soc_code,agent_capability,software_replaced,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
19755,"Analyze climate data sets, using techniques such as geophysical fluid dynamics, data assimilation, o...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,Excel/Sheets,80%,8780,46.85,0.037,25350917
20205,"Analyze historical climate information, such as precipitation or temperature records, to help predic...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,Python automation,80%,8780,46.85,0.037,25350917
19759,"Formulate predictions by interpreting environmental data, such as meteorological, atmospheric, ocean...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,Excel/Sheets,80%,8780,46.85,0.037,25350917
14197,"Study guides, samples, charts, and specification sheets, or confer with supervisors or engineering s...","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064,Tier2_Excellent,Visualization,75%,20600,18.11,0.0435,25303607
6195,"Evaluate and grade students' class work, assignments, and papers....","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Knowledge,Python automation,60%,13560,34.36,0.0435,25281736
6201,"Supervise undergraduate or graduate teaching, internship, and research work....","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Knowledge,Python automation,60%,13560,34.36,0.0435,25281736
6198,"Prepare course materials, such as syllabi, homework assignments, and handouts....","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Knowledge,Python automation,60%,13560,34.36,0.0435,25281736
21124,Write letters of recommendation for students....,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Good,Word/Docs,60%,13560,34.36,0.0435,25281736
6210,"Participate in student recruitment, registration, and placement activities....","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Good,Python automation,60%,13560,34.36,0.0435,25281736
6205,Maintain regularly scheduled office hours to advise and assist students....,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Good,Calendar,60%,13560,34.36,0.0435,25281736
6200,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction....","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Knowledge,Python automation,60%,13560,34.36,0.0435,25281736
6197,"Prepare and deliver lectures to undergraduate or graduate students on topics such as criminal law, d...","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Knowledge,Python automation,60%,13560,34.36,0.0435,25281736
6209,Compile bibliographies of specialized materials for outside reading assignments....,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Good,Visualization,60%,13560,34.36,0.0435,25281736
6202,"Maintain student attendance records, grades, and other required records....","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Knowledge,Python automation,60%,13560,34.36,0.0435,25281736
6207,Write grant proposals to procure external research funding....,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,Tier2_Good,Word/Docs,60%,13560,34.36,0.0435,25281736
4015,"Record sound onto tape or film for radio or television, checking its quality and making adjustments ...",Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
18654,"Play and record broadcast programs, using automation systems....",Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
4008,Control audio equipment to regulate volume and sound quality during radio and television broadcasts....,Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
4017,Substitute programs in cases where signals fail....,Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
18655,"Set up, operate, and maintain broadcast station computers and networks....",Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
4022,"Edit broadcast material electronically, using computers....",Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
18658,Develop employee work schedules....,Broadcast Technicians,27-4012,Tier2_Good,Calendar,60%,21080,25.92,0.037,25255526
4013,Select sources from which programming will be received or through which programming will be transmit...,Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
18653,Monitor and log transmitter readings....,Broadcast Technicians,27-4012,Tier2_Knowledge,Python automation,60%,21080,25.92,0.037,25255526
4018,"Organize recording sessions and prepare areas, such as radio booths and television stations, for rec...",Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
4007,Maintain programming logs as required by station management and the Federal Communications Commissio...,Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
4009,"Monitor strength, clarity, and reliability of incoming and outgoing signals, and adjust equipment as...",Broadcast Technicians,27-4012,Tier2_Knowledge,Python automation,60%,21080,25.92,0.037,25255526
4016,Align antennae with receiving dishes to obtain the clearest signal for transmission of broadcasts fr...,Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
4010,"Regulate the fidelity, brightness, and contrast of video transmissions, using video console control ...",Broadcast Technicians,27-4012,Tier2_Good,Python automation,60%,21080,25.92,0.037,25255526
5732,Prepare and deliver lectures to undergraduate or graduate students on topics such as architectural d...,"Architecture Teachers, Postsecondary",25-1031,Tier2_Good,Design,60%,9120,48.79,0.0455,25240844
5748,Write grant proposals to procure external research funding....,"Architecture Teachers, Postsecondary",25-1031,Tier2_Good,Word/Docs,60%,9120,48.79,0.0455,25240844
5735,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instructio...","Architecture Teachers, Postsecondary",25-1031,Tier2_Knowledge,Python automation,60%,9120,48.79,0.0455,25240844
5733,"Prepare course materials, such as syllabi, homework assignments, and handouts....","Architecture Teachers, Postsecondary",25-1031,Tier2_Knowledge,Python automation,60%,9120,48.79,0.0455,25240844
5738,Maintain regularly scheduled office hours to advise and assist students....,"Architecture Teachers, Postsecondary",25-1031,Tier2_Good,Calendar,60%,9120,48.79,0.0455,25240844
5731,"Evaluate and grade students' work, including work performed in design studios....","Architecture Teachers, Postsecondary",25-1031,Tier2_Good,Design,60%,9120,48.79,0.0455,25240844
5744,Compile bibliographies of specialized materials for outside reading assignments....,"Architecture Teachers, Postsecondary",25-1031,Tier2_Good,Visualization,60%,9120,48.79,0.0455,25240844
5741,"Supervise undergraduate or graduate teaching, internship, and research work....","Architecture Teachers, Postsecondary",25-1031,Tier2_Knowledge,Python automation,60%,9120,48.79,0.0455,25240844
5737,"Maintain student attendance records, grades, and other required records....","Architecture Teachers, Postsecondary",25-1031,Tier2_Knowledge,Python automation,60%,9120,48.79,0.0455,25240844
5746,"Participate in student recruitment, registration, and placement activities....","Architecture Teachers, Postsecondary",25-1031,Tier2_Good,Python automation,60%,9120,48.79,0.0455,25240844
5976,Compile bibliographies of specialized materials for outside reading assignments....,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Good,Visualization,60%,11430,40.52,0.0435,25133079
5977,Write grant proposals to procure external research funding....,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Good,Word/Docs,60%,11430,40.52,0.0435,25133079
5979,"Participate in student recruitment, registration, and placement activities....","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Good,Python automation,60%,11430,40.52,0.0435,25133079
5972,"Supervise undergraduate or graduate teaching, internship, and research work....","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Knowledge,Python automation,60%,11430,40.52,0.0435,25133079
5970,"Maintain student attendance records, grades, and other required records....","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Knowledge,Python automation,60%,11430,40.52,0.0435,25133079
5968,Maintain regularly scheduled office hours to advise and assist students....,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Good,Calendar,60%,11430,40.52,0.0435,25133079
5969,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction....","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Knowledge,Python automation,60%,11430,40.52,0.0435,25133079
5963,"Evaluate and grade students' class work, assignments, and papers....","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Knowledge,Python automation,60%,11430,40.52,0.0435,25133079
5964,"Prepare course materials, such as syllabi, homework assignments, and handouts....","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Knowledge,Python automation,60%,11430,40.52,0.0435,25133079
5965,Prepare and deliver lectures to undergraduate or graduate students on topics such as race and ethnic...,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,Tier2_Knowledge,Python automation,60%,11430,40.52,0.0435,25133079
6437,Compile bibliographies of specialized materials for outside reading assignments....,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Good,Visualization,60%,12680,36.49,0.0435,25103092
6428,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction....","Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Knowledge,Python automation,60%,12680,36.49,0.0435,25103092
6440,Prepare students to act as sports coaches....,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Knowledge,Python automation,60%,12680,36.49,0.0435,25103092
6443,Write grant proposals to procure external research funding....,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Good,Word/Docs,60%,12680,36.49,0.0435,25103092
6422,"Evaluate and grade students' class work, assignments, and papers....","Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Knowledge,Python automation,60%,12680,36.49,0.0435,25103092
6432,"Participate in student recruitment, registration, and placement activities....","Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Good,Python automation,60%,12680,36.49,0.0435,25103092
6425,"Prepare course materials, such as syllabi, homework assignments, and handouts....","Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Knowledge,Python automation,60%,12680,36.49,0.0435,25103092
6427,Maintain regularly scheduled office hours to advise and assist students....,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Good,Calendar,60%,12680,36.49,0.0435,25103092
6423,"Maintain student attendance records, grades, and other required records....","Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Knowledge,Python automation,60%,12680,36.49,0.0435,25103092
6438,"Supervise undergraduate or graduate teaching, internship, and research work....","Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Knowledge,Python automation,60%,12680,36.49,0.0435,25103092
6424,"Prepare and deliver lectures to undergraduate or graduate students on topics such as anatomy, therap...","Recreation and Fitness Studies Teachers, Postsecondary",25-1193,Tier2_Knowledge,Python automation,60%,12680,36.49,0.0435,25103092
